Type,Time(%),Time,Calls,Avg,Min,Max,Name
GPU activities,0.124407,0.052723,10001.0,0.005271,4.843,0.016146,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.058306,0.02471,10001.0,0.00247,2.344,0.009116,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.039348,0.016675,31206.0,0.000534,0.416,0.007084,[CUDA memcpy DtoH]
GPU activities,0.032641,0.013833,30808.0,0.000449,0.26,0.112501,[CUDA memcpy HtoD]
GPU activities,0.003976,0.001685,401.0,0.004202,2.916,0.016354,[CUDA memcpy DtoD]
GPU activities,0.003001,0.001272,401.0,0.003172,2.136,0.013073,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000036,0.000015,2.0,0.007526,5.417,0.009636,"gpu_setLearningRate(Neuron*, double, int)"
API calls,74.248765,43.783753,90012.0,0.486421,6.562,15.32375,cudaDeviceSynchronize
API calls,14.054028,8.28752,133248.0,0.062196,27.5,9.707722,cudaLaunchKernel
API calls,8.320948,4.90678,62415.0,0.078615,26.458,11.326742,cudaMemcpy
API calls,3.375994,1.99079,44046.0,0.045197,15.469,347.408146,cudaMalloc
API calls,0.000228,0.000134,97.0,0.001385,0.781,0.02651,cuDeviceGetAttribute
API calls,0.000015,0.000009,1.0,0.008854,8.854,0.008854,cuDeviceTotalMem
API calls,0.000011,0.000007,3.0,0.002222,1.25,0.003333,cuDeviceGetCount
API calls,0.000005,0.000003,2.0,0.001458,1.042,0.001875,cuDeviceGet
API calls,0.000004,0.000002,1.0,0.002188,2.188,0.002188,cuDeviceGetName
API calls,0.000002,0.000001,1.0,0.001146,1.146,0.001146,cuDeviceGetUuid
,%,s,,ms,us,ms,
GPU activities,86.878091,36.964389,20002.0,1.848034,61.251,9.121247,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,7.740383,3.293333,20002.0,0.16465,2.447,0.705685,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.15202,1.341103,20003.0,0.067045,1.667,0.32766,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,0.876185,0.372794,401.0,0.929661,652.403,3.304515,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.494184,0.210262,10001.0,0.021024,18.855,0.036718,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.288952,0.122942,10025.0,0.012263,2.552,0.015729,"gpu_setDouble(double*, double)"
GPU activities,0.164807,0.070121,10001.0,0.007011,5.886,0.025157,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.135476,0.057642,22408.0,0.002572,1.093,0.017553,"gpu_setInt(int*, int)"
GPU activities,0.121359,0.051635,10001.0,0.005163,4.687,0.016615,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.068446,0.029122,10001.0,0.002911,2.76,0.008958,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.040062,0.017046,31206.0,0.000546,0.416,0.006979,[CUDA memcpy DtoH]
GPU activities,0.03313,0.014096,30808.0,0.000457,0.26,0.112189,[CUDA memcpy HtoD]
GPU activities,0.003868,0.001646,401.0,0.004104,2.812,0.016354,[CUDA memcpy DtoD]
GPU activities,0.003001,0.001277,401.0,0.003184,2.136,0.01375,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000035,0.000015,2.0,0.007447,5.364,0.009531,"gpu_setLearningRate(Neuron*, double, int)"
API calls,73.60212,43.546503,90012.0,0.483785,6.25,9.278619,cudaDeviceSynchronize
API calls,14.738174,8.719803,133248.0,0.06544,28.23,1.066936,cudaLaunchKernel
API calls,8.047706,4.761404,62415.0,0.076286,27.396,8.58278,cudaMemcpy
API calls,3.611737,2.136875,44046.0,0.048514,16.302,367.961232,cudaMalloc
API calls,0.000222,0.000131,97.0,0.001351,0.782,0.027656,cuDeviceGetAttribute
API calls,0.000019,0.000011,1.0,0.01099,10.99,0.01099,cuDeviceTotalMem
