Type,Time(%),Time,Calls,Avg,Min,Max,Name
API calls,0.000008,0.000003,2.0,1.353,0.989,0.001718,cuDeviceGet
API calls,0.000003,0.000001,1.0,1.094,1.094,0.001094,cuDeviceGetName
API calls,0.000003,0.000001,1.0,1.094,1.094,0.001094,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,85.758246,16.056174,20002.0,802.728,113.646,2.957534,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.280775,0.988698,20002.0,49.429,9.323,0.178439,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.626126,0.491679,20003.0,24.58,7.968,0.084012,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.668868,0.312455,10001.0,31.242,30.156,0.065469,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,1.369613,0.256427,10001.0,25.64,25.209,0.061406,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.765028,0.143233,20608.0,6.95,6.354,0.016667,"gpu_setInt(int*, int)"
GPU activities,0.76501,0.14323,10001.0,14.321,13.802,0.032552,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.530952,0.099408,10001.0,9.939,9.583,0.02099,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.449466,0.084152,101.0,833.184,825.531,0.838864,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.375241,0.070255,30306.0,2.318,2.239,0.006875,[CUDA memcpy DtoH]
GPU activities,0.221751,0.041518,30208.0,1.374,1.093,0.047865,[CUDA memcpy HtoD]
GPU activities,0.175508,0.03286,2525.0,13.013,12.708,0.015052,"gpu_setDouble(double*, double)"
GPU activities,0.007112,0.001332,101.0,13.184,12.917,0.01599,[CUDA memcpy DtoD]
GPU activities,0.006089,0.00114,101.0,11.287,11.198,0.013074,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000216,0.000041,2.0,20.26,18.021,0.0225,"gpu_setLearningRate(Neuron*, double, int)"
API calls,62.386726,22.253834,90012.0,247.231,7.344,11.682519,cudaDeviceSynchronize
API calls,18.138554,6.470164,123348.0,52.454,29.114,1.317716,cudaLaunchKernel
API calls,14.443909,5.152255,60615.0,84.999,33.646,1.047872,cudaMemcpy
API calls,5.030431,1.794394,33546.0,53.49,16.927,381.50923,cudaMalloc
API calls,0.000322,0.000115,97.0,1.184,0.677,0.024896,cuDeviceGetAttribute
API calls,0.000024,0.000009,1.0,8.542,8.542,0.008542,cuDeviceTotalMem
API calls,0.000018,0.000006,3.0,2.083,1.406,0.002812,cuDeviceGetCount
API calls,0.000009,0.000003,2.0,1.536,0.99,0.002083,cuDeviceGet
API calls,0.000005,0.000002,1.0,1.719,1.719,0.001719,cuDeviceGetName
API calls,0.000003,0.000001,1.0,1.146,1.146,0.001146,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,85.713984,16.176433,20002.0,808.74,113.127,2.954989,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.287587,0.997904,20002.0,49.89,9.219,0.180784,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.635694,0.497423,20003.0,24.867,7.762,0.085678,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.689521,0.318856,10001.0,31.882,30.262,0.065209,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,1.371517,0.25884,10001.0,25.881,25.262,0.060054,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.784699,0.148093,20608.0,7.186,6.614,0.018229,"gpu_setInt(int*, int)"
GPU activities,0.74942,0.141435,10001.0,14.142,13.49,0.0325,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.537204,0.101384,10001.0,10.137,9.375,0.02198,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.445915,0.084156,101.0,833.224,825.428,0.838918,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.37503,0.070778,30306.0,2.335,2.239,0.006823,[CUDA memcpy DtoH]
GPU activities,0.221729,0.041846,30208.0,1.385,1.093,0.047865,[CUDA memcpy HtoD]
GPU activities,0.174135,0.032864,2525.0,13.015,12.656,0.01651,"gpu_setDouble(double*, double)"
GPU activities,0.007239,0.001366,101.0,13.526,13.178,0.01599,[CUDA memcpy DtoD]
GPU activities,0.006121,0.001155,101.0,11.436,11.146,0.014116,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000205,0.000039,2.0,19.324,17.814,0.020834,"gpu_setLearningRate(Neuron*, double, int)"
API calls,61.850043,22.524247,90012.0,250.236,7.76,13.160792,cudaDeviceSynchronize
API calls,18.345558,6.680996,123348.0,54.163,29.844,4.082275,cudaLaunchKernel
API calls,14.719183,5.36036,60615.0,88.432,32.448,9.389613,cudaMemcpy
API calls,5.084829,1.851768,33546.0,55.2,16.511,406.680797,cudaMalloc
API calls,0.000323,0.000118,97.0,1.212,0.625,0.027292,cuDeviceGetAttribute
API calls,0.000029,0.00001,1.0,10.417,10.417,0.010417,cuDeviceTotalMem
API calls,0.000016,0.000006,3.0,1.961,1.354,0.003073,cuDeviceGetCount
API calls,0.00001,0.000003,2.0,1.745,1.198,0.002292,cuDeviceGet
API calls,0.000006,0.000002,1.0,2.136,2.136,0.002136,cuDeviceGetName
API calls,0.000003,0.000001,1.0,1.041,1.041,0.001041,cuDeviceGetUuid
