Type,Time(%),Time,Calls,Avg,Min,Max,Name
API calls,0.000001,0.000001,1.0,0.000938,0.000938,0.000938,cuDeviceGetUuid
,%,s,,ms,ms,ms,
GPU activities,87.084042,56.267722,20002.0,2.813104,0.074377,13.985445,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,7.478327,4.831981,20002.0,0.241574,0.00276,1.076476,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.969547,1.918717,20003.0,0.095921,0.001822,0.474695,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.248845,0.806918,501.0,1.610614,1.019184,4.124706,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.531855,0.343648,10001.0,0.034361,0.032031,0.054376,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.239988,0.155064,12525.0,0.01238,0.003177,0.01573,"gpu_setDouble(double*, double)"
GPU activities,0.168282,0.108732,10001.0,0.010872,0.009323,0.028439,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.099698,0.064418,23008.0,0.002799,0.001041,0.016719,"gpu_setInt(int*, int)"
GPU activities,0.078256,0.050564,10001.0,0.005055,0.004635,0.015989,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.040574,0.026216,10001.0,0.002621,0.002552,0.009428,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.027927,0.018045,31506.0,0.000572,0.000416,0.006979,[CUDA memcpy DtoH]
GPU activities,0.02461,0.015901,31008.0,0.000512,0.00026,0.142711,[CUDA memcpy HtoD]
GPU activities,0.004465,0.002885,501.0,0.005758,0.003593,0.016927,[CUDA memcpy DtoD]
GPU activities,0.003559,0.0023,501.0,0.00459,0.002812,0.01422,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000025,0.000016,2.0,0.008099,0.005625,0.010573,"gpu_setLearningRate(Neuron*, double, int)"
API calls,79.483402,65.618175,90012.0,0.728993,0.006145,18.476988,cudaDeviceSynchronize
API calls,10.664514,8.804177,136548.0,0.064476,0.028334,25.557246,cudaLaunchKernel
API calls,6.965126,5.750117,63015.0,0.091249,0.027188,14.95178,cudaMemcpy
API calls,2.886765,2.383193,47546.0,0.050123,0.016614,372.746866,cudaMalloc
API calls,0.000164,0.000135,97.0,0.001393,0.000833,0.028386,cuDeviceGetAttribute
API calls,0.000013,0.000011,1.0,0.010521,0.010521,0.010521,cuDeviceTotalMem
API calls,0.000008,0.000007,3.0,0.002239,0.001354,0.003229,cuDeviceGetCount
API calls,0.000004,0.000003,2.0,0.001692,0.001145,0.00224,cuDeviceGet
API calls,0.000003,0.000002,1.0,0.00224,0.00224,0.00224,cuDeviceGetName
API calls,0.000001,0.000001,1.0,0.001042,0.001042,0.001042,cuDeviceGetUuid
,%,s,,ms,us,ms,
GPU activities,87.519341,56.187042,20002.0,2.809071,74.636,11.463171,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,7.507308,4.819659,20002.0,0.240958,2.656,0.872254,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.986393,1.917251,20003.0,0.095848,1.875,0.380267,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,0.799261,0.513122,501.0,1.024195,815.378,4.124396,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.511957,0.328674,10001.0,0.032864,29.635,0.056147,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.238605,0.153184,12525.0,0.01223,2.552,0.014844,"gpu_setDouble(double*, double)"
GPU activities,0.157438,0.101075,10001.0,0.010106,8.75,0.032605,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.103222,0.066268,23008.0,0.00288,1.041,0.018125,"gpu_setInt(int*, int)"
GPU activities,0.077733,0.049904,10001.0,0.004989,4.583,0.01323,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.041666,0.026749,10001.0,0.002674,2.449,0.00776,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.027143,0.017426,31506.0,0.000553,0.416,0.006979,[CUDA memcpy DtoH]
GPU activities,0.024787,0.015913,31008.0,0.000513,0.26,0.142972,[CUDA memcpy HtoD]
GPU activities,0.002852,0.001831,501.0,0.003654,2.813,0.016772,[CUDA memcpy DtoD]
GPU activities,0.002274,0.00146,501.0,0.002913,2.239,0.013908,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000022,0.000014,2.0,0.006901,4.636,0.009167,"gpu_setLearningRate(Neuron*, double, int)"
API calls,79.637004,65.815985,90012.0,0.731191,6.302,26.209261,cudaDeviceSynchronize
API calls,10.780832,8.909816,136548.0,0.06525,29.844,10.474642,cudaLaunchKernel
API calls,6.757525,5.584755,63015.0,0.088625,27.501,13.623542,cudaMemcpy
API calls,2.824457,2.334272,47546.0,0.049095,16.667,356.054237,cudaMalloc
API calls,0.000154,0.000128,97.0,0.001315,0.73,0.027084,cuDeviceGetAttribute
API calls,0.000013,0.000011,1.0,0.010729,10.729,0.010729,cuDeviceTotalMem
API calls,0.000007,0.000006,3.0,0.001944,0.99,0.002448,cuDeviceGetCount
API calls,0.000004,0.000003,2.0,0.00151,1.51,0.00151,cuDeviceGet
API calls,0.000003,0.000002,1.0,0.002187,2.187,0.002187,cuDeviceGetName
API calls,0.000001,0.000001,1.0,0.001146,1.146,0.001146,cuDeviceGetUuid
