Type,Time(%),Time,Calls,Avg,Min,Max,Name
API calls,0.000004,0.000002,1.0,0.001666,1.666,0.001666,cuDeviceGetName
API calls,0.000004,0.000001,1.0,0.001458,1.458,0.001458,cuDeviceGetUuid
,%,s,,ms,us,ms,
GPU activities,87.760774,21.656671,20002.0,1.082725,77.188,4.827976,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,6.020254,1.485614,20002.0,0.074273,4.063,0.342143,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.808686,0.693098,20003.0,0.034649,3.593,0.149691,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,0.965985,0.238376,201.0,1.185947,819.394,1.659987,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.723621,0.178568,10001.0,0.017854,16.406,0.041928,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.450945,0.111279,10001.0,0.011126,10.52,0.030991,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.305995,0.07551,21208.0,0.00356,2.552,0.016668,"gpu_setInt(int*, int)"
GPU activities,0.259074,0.063932,5025.0,0.012722,6.354,0.015886,"gpu_setDouble(double*, double)"
GPU activities,0.238881,0.058949,10001.0,0.005894,5.417,0.01724,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.236764,0.058426,10001.0,0.005842,5.208,0.019845,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.130444,0.03219,30606.0,0.001051,0.937,0.006823,[CUDA memcpy DtoH]
GPU activities,0.084413,0.02083,30408.0,0.000685,0.468,0.09344,[CUDA memcpy HtoD]
GPU activities,0.007834,0.001933,201.0,0.009617,6.459,0.015521,[CUDA memcpy DtoD]
GPU activities,0.006238,0.001539,201.0,0.007658,5.26,0.013386,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000091,0.000023,2.0,0.011276,9.949,0.012604,"gpu_setLearningRate(Neuron*, double, int)"
API calls,68.345806,26.23625,90012.0,0.291475,6.771,14.667308,cudaDeviceSynchronize
API calls,15.935329,6.117175,126648.0,0.0483,27.604,1.510028,cudaLaunchKernel
API calls,10.726353,4.117579,61215.0,0.067264,26.251,1.775555,cudaMemcpy
API calls,4.992157,1.916364,37046.0,0.051729,15.99,353.2659,cudaMalloc
API calls,0.000297,0.000114,97.0,0.001173,0.677,0.024427,cuDeviceGetAttribute
API calls,0.000026,0.00001,1.0,0.009792,9.792,0.009792,cuDeviceTotalMem
API calls,0.000017,0.000006,3.0,0.002118,1.354,0.002917,cuDeviceGetCount
API calls,0.000008,0.000003,2.0,0.001562,1.354,0.001771,cuDeviceGet
API calls,0.000006,0.000002,1.0,0.002292,2.292,0.002292,cuDeviceGetName
API calls,0.000003,0.000001,1.0,0.000989,0.989,0.000989,cuDeviceGetUuid
,%,s,,ms,us,ms,
GPU activities,87.57499,19.964072,20002.0,0.998103,65.157,4.819333,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.955439,1.357634,20002.0,0.067874,3.541,0.343185,"gpu_updateWeights(Neuron*, int)"
GPU activities,2.775166,0.632642,20003.0,0.031627,3.021,0.149379,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.222817,0.27876,201.0,1.386866,819.446,1.660508,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.716906,0.16343,10001.0,0.016341,13.802,0.041616,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,0.44263,0.100904,10001.0,0.010089,8.802,0.030261,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,0.311743,0.071067,21208.0,0.00335,2.135,0.017605,"gpu_setInt(int*, int)"
GPU activities,0.283194,0.064559,5025.0,0.012847,6.406,0.014739,"gpu_setDouble(double*, double)"
GPU activities,0.244441,0.055724,10001.0,0.005571,4.687,0.014583,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.237489,0.054139,10001.0,0.005413,4.531,0.01698,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,0.132183,0.030133,30606.0,0.000984,0.781,0.006823,[CUDA memcpy DtoH]
GPU activities,0.085094,0.019398,30408.0,0.000637,0.416,0.093439,[CUDA memcpy HtoD]
GPU activities,0.009935,0.002265,201.0,0.011267,6.511,0.015417,[CUDA memcpy DtoD]
GPU activities,0.007873,0.001795,201.0,0.008929,5.26,0.014427,"gpu_setValuesInArray(double, double*)"
GPU activities,0.0001,0.000023,2.0,0.011381,9.897,0.012865,"gpu_setLearningRate(Neuron*, double, int)"
API calls,64.805376,24.640798,90012.0,0.27375,6.459,17.606899,cudaDeviceSynchronize
API calls,17.599447,6.691797,126648.0,0.052837,28.334,10.343584,cudaLaunchKernel
API calls,12.251375,4.658312,61215.0,0.076097,26.771,14.660126,cudaMemcpy
API calls,5.343471,2.031736,37046.0,0.054843,16.927,356.16044,cudaMalloc
API calls,0.000278,0.000106,97.0,0.001089,0.573,0.02401,cuDeviceGetAttribute
API calls,0.000023,0.000009,1.0,0.00875,8.75,0.00875,cuDeviceTotalMem
API calls,0.000015,0.000006,3.0,0.001944,1.094,0.002812,cuDeviceGetCount
API calls,0.000008,0.000003,2.0,0.001432,1.145,0.001719,cuDeviceGet
API calls,0.000005,0.000002,1.0,0.001875,1.875,0.001875,cuDeviceGetName
API calls,0.000002,0.000001,1.0,0.000834,0.834,0.000834,cuDeviceGetUuid
