Type,Time(%),Time,Calls,Avg,Min,Max,Name
,%,s,,us,us,ms,
GPU activities,78.581861,12.07763,20002.0,603.821,152.869,1.095553,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.000538,0.768557,20002.0,38.424,17.917,0.062034,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.664102,0.563154,10001.0,56.309,55.157,0.067711,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,3.274281,0.50324,10001.0,50.318,49.845,0.060574,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,3.114081,0.478618,20003.0,23.927,14.323,0.038595,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.808223,0.277915,10001.0,27.788,27.136,0.032658,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,1.775145,0.272831,20308.0,13.434,12.76,0.016615,"gpu_setInt(int*, int)"
GPU activities,1.153611,0.177304,10001.0,17.728,17.448,0.026668,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.876156,0.134661,30156.0,4.465,4.375,0.008229,[CUDA memcpy DtoH]
GPU activities,0.49362,0.075867,30108.0,2.519,2.239,0.025105,[CUDA memcpy HtoD]
GPU activities,0.141844,0.021801,51.0,427.464,424.648,0.430898,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.107981,0.016596,1275.0,13.016,12.708,0.016302,"gpu_setDouble(double*, double)"
GPU activities,0.004458,0.000685,51.0,13.435,13.073,0.015366,[CUDA memcpy DtoD]
GPU activities,0.003856,0.000593,51.0,11.62,11.25,0.012865,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000244,0.000037,2.0,18.723,17.291,0.020156,"gpu_setLearningRate(Neuron*, double, int)"
API calls,58.481208,19.64643,90012.0,218.264,8.489,8.159268,cudaDeviceSynchronize
API calls,19.151219,6.433743,60315.0,106.669,34.741,1.387222,cudaMemcpy
API calls,17.787137,5.975488,121698.0,49.1,29.167,1.400764,cudaLaunchKernel
API calls,4.580038,1.538638,31796.0,48.39,15.781,347.802549,cudaMalloc
API calls,0.000335,0.000113,97.0,1.161,0.625,0.024688,cuDeviceGetAttribute
API calls,0.000029,0.00001,1.0,9.896,9.896,0.009896,cuDeviceTotalMem
API calls,0.000017,0.000006,3.0,1.857,1.041,0.002969,cuDeviceGetCount
API calls,0.000008,0.000003,2.0,1.328,0.99,0.001667,cuDeviceGet
API calls,0.000007,0.000002,1.0,2.292,2.292,0.002292,cuDeviceGetName
API calls,0.000003,0.000001,1.0,0.885,0.885,0.000885,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,78.597162,12.077319,20002.0,603.805,152.974,1.097846,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,4.994382,0.767442,20002.0,38.368,17.656,0.061825,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.663854,0.562991,10001.0,56.293,55.211,0.066304,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,3.282024,0.504319,10001.0,50.426,50.001,0.058127,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,3.099804,0.476319,20003.0,23.812,13.489,0.037865,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.808736,0.277932,10001.0,27.79,27.083,0.032397,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,1.77291,0.272427,20308.0,13.414,12.709,0.018281,"gpu_setInt(int*, int)"
GPU activities,1.15357,0.177259,10001.0,17.724,17.395,0.026876,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.875332,0.134504,30156.0,4.46,4.375,0.008282,[CUDA memcpy DtoH]
GPU activities,0.49373,0.075867,30108.0,2.519,2.239,0.025054,[CUDA memcpy HtoD]
GPU activities,0.141859,0.021798,51.0,427.415,424.596,0.431004,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.107987,0.016593,1275.0,13.014,12.709,0.014845,"gpu_setDouble(double*, double)"
GPU activities,0.004537,0.000697,51.0,13.67,13.073,0.015052,[CUDA memcpy DtoD]
GPU activities,0.003866,0.000594,51.0,11.647,11.302,0.013594,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000249,0.000038,2.0,19.115,17.292,0.020939,"gpu_setLearningRate(Neuron*, double, int)"
API calls,58.260242,19.486444,90012.0,216.487,8.438,3.384981,cudaDeviceSynchronize
API calls,19.146702,6.404044,60315.0,106.176,33.178,1.083361,cudaMemcpy
API calls,18.02101,6.027531,121698.0,49.528,29.376,1.015494,cudaLaunchKernel
API calls,4.571546,1.529056,31796.0,48.089,16.51,357.45784,cudaMalloc
API calls,0.000436,0.000146,97.0,1.502,0.625,0.030314,cuDeviceGetAttribute
API calls,0.000029,0.00001,1.0,9.688,9.688,0.009688,cuDeviceTotalMem
API calls,0.000018,0.000006,3.0,2.031,1.041,0.002708,cuDeviceGetCount
API calls,0.000008,0.000003,2.0,1.38,0.938,0.001823,cuDeviceGet
API calls,0.000007,0.000002,1.0,2.24,2.24,0.00224,cuDeviceGetName
API calls,0.000003,0.000001,1.0,0.937,0.937,0.000937,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,78.328405,12.049402,20002.0,602.409,153.962,1.093679,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.032997,0.774235,20002.0,38.707,18.906,0.062398,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.689607,0.567579,10001.0,56.752,54.846,0.066096,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,3.368939,0.51825,10001.0,51.819,50.314,0.059377,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,3.098482,0.476645,20003.0,23.828,14.739,0.039534,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.867939,0.287348,10001.0,28.731,27.918,0.032188,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,1.834894,0.282265,20308.0,13.899,12.658,0.018803,"gpu_setInt(int*, int)"
GPU activities,1.152274,0.177256,10001.0,17.723,17.395,0.026668,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.875118,0.134621,30156.0,4.464,4.375,0.008282,[CUDA memcpy DtoH]
GPU activities,0.493189,0.075868,30108.0,2.519,2.239,0.025104,[CUDA memcpy HtoD]
GPU activities,0.14169,0.021796,51.0,427.38,424.803,0.430794,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.107891,0.016597,1275.0,13.017,12.708,0.015834,"gpu_setDouble(double*, double)"
GPU activities,0.004457,0.000686,51.0,13.443,13.073,0.015104,[CUDA memcpy DtoD]
GPU activities,0.003864,0.000594,51.0,11.655,11.458,0.014062,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000254,0.000039,2.0,19.531,17.292,0.02177,"gpu_setLearningRate(Neuron*, double, int)"
API calls,57.975038,19.786454,90012.0,219.82,8.177,20.833974,cudaDeviceSynchronize
API calls,19.350418,6.604155,60315.0,109.494,32.761,13.312738,cudaMemcpy
API calls,18.006225,6.145392,121698.0,50.497,29.168,10.771215,cudaLaunchKernel
API calls,4.667864,1.593108,31796.0,50.104,16.979,348.070974,cudaMalloc
API calls,0.00039,0.000133,97.0,1.372,0.781,0.028334,cuDeviceGetAttribute
API calls,0.000029,0.00001,1.0,9.74,9.74,0.00974,cuDeviceTotalMem
API calls,0.000018,0.000006,3.0,2.083,1.25,0.003437,cuDeviceGetCount
API calls,0.00001,0.000003,2.0,1.693,1.406,0.00198,cuDeviceGet
API calls,0.000005,0.000002,1.0,1.667,1.667,0.001667,cuDeviceGetName
API calls,0.000004,0.000001,1.0,1.198,1.198,0.001198,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,78.495775,12.099712,20002.0,604.925,153.486,1.09342,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.036245,0.776311,20002.0,38.811,18.489,0.062551,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.708003,0.571569,10001.0,57.151,54.894,0.077967,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,3.301843,0.508962,10001.0,50.891,49.999,0.066509,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,3.059727,0.471641,20003.0,23.578,14.063,0.041197,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.807756,0.278656,10001.0,27.862,26.355,0.036041,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,1.787064,0.275467,20308.0,13.564,12.76,0.01875,"gpu_setInt(int*, int)"
GPU activities,1.1803,0.181937,10001.0,18.191,17.447,0.031354,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.873532,0.13465,30156.0,4.465,4.374,0.008489,[CUDA memcpy DtoH]
GPU activities,0.492187,0.075868,30108.0,2.519,2.238,0.025051,[CUDA memcpy HtoD]
GPU activities,0.141373,0.021792,51.0,427.291,424.731,0.430879,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.107636,0.016592,1275.0,13.012,12.707,0.014896,"gpu_setDouble(double*, double)"
GPU activities,0.004454,0.000687,51.0,13.461,13.177,0.015052,[CUDA memcpy DtoD]
GPU activities,0.003861,0.000595,51.0,11.668,11.407,0.014062,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000245,0.000038,2.0,18.879,17.344,0.020415,"gpu_setLearningRate(Neuron*, double, int)"
API calls,57.406397,21.393465,90012.0,237.673,8.073,23.617861,cudaDeviceSynchronize
API calls,19.926438,7.425924,60315.0,123.119,32.864,24.545182,cudaMemcpy
API calls,17.996236,6.706602,121698.0,55.108,29.582,23.713328,cudaLaunchKernel
API calls,4.670534,1.740554,31796.0,54.741,16.822,348.611021,cudaMalloc
API calls,0.000327,0.000122,97.0,1.257,0.677,0.027083,cuDeviceGetAttribute
API calls,0.00003,0.000011,1.0,11.302,11.302,0.011302,cuDeviceTotalMem
API calls,0.000018,0.000007,3.0,2.291,1.198,0.003437,cuDeviceGetCount
API calls,0.000009,0.000003,2.0,1.744,1.302,0.002187,cuDeviceGet
API calls,0.000006,0.000002,1.0,2.344,2.344,0.002344,cuDeviceGetName
API calls,0.000003,0.000001,1.0,1.042,1.042,0.001042,cuDeviceGetUuid
,%,s,,us,us,ms,
GPU activities,78.508027,12.040759,20002.0,601.977,153.539,1.090404,"gpu_calcOutputs(Neuron*, int*)"
GPU activities,5.000514,0.766928,20002.0,38.342,17.917,0.062239,"gpu_updateWeights(Neuron*, int)"
GPU activities,3.659382,0.561239,10001.0,56.118,54.688,0.077395,"gpu_propErrorBackwards(Neuron*, double*, int)"
GPU activities,3.289011,0.504435,10001.0,50.438,49.999,0.065051,"gpu_setBackwardError(Neuron*, double, int)"
GPU activities,3.113218,0.477473,20003.0,23.87,14.321,0.038801,"gpu_setInputs(Neuron*, double*, int)"
GPU activities,1.860756,0.285384,10001.0,28.535,27.396,0.035208,"gpu_calcErrorWeightProductSum(Neuron*, int, int, double*)"
GPU activities,1.786209,0.27395,20308.0,13.489,12.76,0.017082,"gpu_setInt(int*, int)"
GPU activities,1.151258,0.176568,10001.0,17.655,17.394,0.029479,"gpu_getOutputs(Neuron*, double*, int)"
GPU activities,0.878078,0.134671,30156.0,4.465,4.374,0.008489,[CUDA memcpy DtoH]
GPU activities,0.49466,0.075866,30108.0,2.519,2.239,0.025104,[CUDA memcpy HtoD]
GPU activities,0.142096,0.021793,51.0,427.317,424.526,0.430985,"gpu_getSumAndMaxMin(double*, double*, double*, double*, int)"
GPU activities,0.108183,0.016592,1275.0,13.013,12.655,0.01625,"gpu_setDouble(double*, double)"
GPU activities,0.004492,0.000689,51.0,13.507,13.021,0.016094,[CUDA memcpy DtoD]
GPU activities,0.003866,0.000593,51.0,11.626,11.406,0.012813,"gpu_setValuesInArray(double, double*)"
GPU activities,0.000251,0.000038,2.0,19.218,17.292,0.021145,"gpu_setLearningRate(Neuron*, double, int)"
API calls,57.630675,20.253074,90012.0,225.004,8.385,17.353103,cudaDeviceSynchronize
API calls,19.279019,6.775201,60315.0,112.33,35.989,12.623602,cudaMemcpy
API calls,18.219817,6.402967,121698.0,52.613,29.374,20.623899,cudaLaunchKernel
API calls,4.870098,1.711492,31796.0,53.827,16.718,361.264906,cudaMalloc
API calls,0.000334,0.000117,97.0,1.21,0.677,0.025156,cuDeviceGetAttribute
API calls,0.000023,0.000008,1.0,7.968,7.968,0.007968,cuDeviceTotalMem
API calls,0.000017,0.000006,3.0,1.944,1.25,0.002605,cuDeviceGetCount
API calls,0.000009,0.000003,2.0,1.615,1.042,0.002188,cuDeviceGet
API calls,0.000005,0.000002,1.0,1.823,1.823,0.001823,cuDeviceGetName
API calls,0.000003,0.000001,1.0,0.937,0.937,0.000937,cuDeviceGetUuid
